match_id,strategy,strategy_label,minuto,back_odds,won,pl,País,Liga,timestamp_utc
lincoln-northampton-apuestas-35268034,goal_clustering,Goal Clustering,72,3.3,True,2.18,Inglaterra,League One,2026-02-17 21:16:00
zrinjski-crystal-palace-apuestas-35187500,pressure_cooker,Pressure Cooker,56,1.52,False,-1.0,Desconocido,Desconocida,2026-02-19 19:01:31
sigma-olomouc-lausanne-apuestas-35194769,pressure_cooker,Pressure Cooker,61,1.55,False,-1.0,Desconocido,Desconocida,2026-02-19 19:07:23
al-ahli-al-najma-club-apuestas-35261533,pressure_cooker,Pressure Cooker,49,1.13,True,0.12,Desconocido,Desconocida,2026-02-19 20:15:33
celtic-stuttgart-apuestas-35210506,pressure_cooker,Pressure Cooker,21,1.07,True,0.07,Desconocido,Desconocida,2026-02-19 20:22:36
ludogorets-razgrad-ferencvaros-apuestas-35260537,pressure_cooker,Pressure Cooker,28,1.13,True,0.12,Desconocido,Desconocida,2026-02-19 20:29:04
pharco-fc-petrojet-apuestas-35260504,pressure_cooker,Pressure Cooker,83,2.82,False,-1.0,Egipto,Premier League,2026-02-19 21:21:55
kf-drita-celje-apuestas-35194711,pressure_cooker,Pressure Cooker,77,2.24,True,1.18,Desconocido,Desconocida,2026-02-19 21:35:58
otelul-galati-uta-arad-apuestas-35260907,pressure_cooker,Pressure Cooker,58,1.57,False,-1.0,Rumania,Liga 1,2026-02-20 16:20:21
instituto-atl-tucuman-apuestas-35252275,pressure_cooker,Pressure Cooker,48,1.39,True,0.37,Argentina,Liga Argentina,2026-02-21 00:17:19
darmstadt-fortuna-dusseldorf-apuestas-35265967,pressure_cooker,Pressure Cooker,12,1.07,False,-1.0,Alemania,Bundesliga,2026-02-21 12:13:35
osasuna-real-madrid-apuestas-35244726,goal_clustering,Goal Clustering,69,3.15,True,2.04,España,La Liga,2026-02-21 19:01:26
moreirense-sporting-de-lisboa-apuestas-35273774,goal_clustering,Goal Clustering,53,1.19,True,0.18,Portugal,Primeira Liga,2026-02-21 19:14:57
schalke-04-fc-magdeburg-apuestas-35268690,pressure_cooker,Pressure Cooker,17,1.09,True,0.09,Alemania,Bundesliga,2026-02-21 19:48:19
al-hilal-al-ittihad-apuestas-35264079,pressure_cooker,Pressure Cooker,55,1.18,False,-1.0,Desconocido,Desconocida,2026-02-21 20:21:22
manchester-city-newcastle-apuestas-35240879,goal_clustering,Goal Clustering,22,1.25,True,0.24,Desconocido,Desconocida,2026-02-21 20:23:19
atlético-de-madrid-espanyol-apuestas-35244577,pressure_cooker,Pressure Cooker,23,1.09,True,0.09,España,La Liga,2026-02-21 20:27:15
union-st-gilloise-amberes-apuestas-35271129,pressure_cooker,Pressure Cooker,56,1.35,True,0.33,Bélgica,Jupiler Pro League,2026-02-21 21:00:50
independiente-rivadavia-ca-independiente-apuestas-,goal_clustering,Goal Clustering,48,2.8,True,1.71,Argentina,Liga Argentina,2026-02-21 21:11:27
st-louis-city-sc-charlotte-fc-apuestas-35189525,pressure_cooker,Pressure Cooker,75,2.04,False,-1.0,Desconocido,Desconocida,2026-02-21 21:13:37
ajax-nec-nijmegen-apuestas-35243144,pressure_cooker,Pressure Cooker,59,1.32,False,-1.0,Holanda,Eredivisie,2026-02-21 21:21:13
independiente-rivadavia-ca-independiente-apuestas-,pressure_cooker,Pressure Cooker,77,2.46,True,1.39,Argentina,Liga Argentina,2026-02-21 21:40:46
internacional-ypiranga-rs-apuestas-35273820,goal_clustering,Goal Clustering,68,1.46,True,0.44,Desconocido,Desconocida,2026-02-21 23:03:15
univ-catolica-chile-coquimbo-unido-apuestas-352692,pressure_cooker,Pressure Cooker,36,1.16,True,0.15,Chile,Primera División,2026-02-22 00:10:25
austin-fc-minnesota-utd-apuestas-35189679,pressure_cooker,Pressure Cooker,41,2.12,True,1.06,Desconocido,Desconocida,2026-02-22 02:22:00
portland-timbers-columbus-apuestas-35189521,pressure_cooker,Pressure Cooker,45,1.08,True,0.08,Desconocido,Desconocida,2026-02-22 04:27:19
cruz-azul-guadalajara-apuestas-35246099,goal_clustering,Goal Clustering,80,9.2,True,7.79,México,Liga MX,2026-02-22 04:51:15
san-diego-fc-cf-montreal-apuestas-35191790,goal_clustering,Goal Clustering,54,1.13,True,0.12,Desconocido,Desconocida,2026-02-22 04:53:01
kumamoto-kitakyushu-apuestas-35285502,pressure_cooker,Pressure Cooker,45,1.24,True,0.23,Japón,J-League,2026-02-22 05:05:55
tochigi-sc-sendai-apuestas-35285516,pressure_cooker,Pressure Cooker,69,1.76,True,0.72,Japón,J-League,2026-02-22 06:32:44
fc-twente-fc-groningen-apuestas-35243085,pressure_cooker,Pressure Cooker,39,1.14,True,0.13,Holanda,Eredivisie,2026-02-22 11:56:20
gaziantep-fk-trabzonspor-apuestas-35270711,goal_clustering,Goal Clustering,21,1.43,True,0.41,Turquía,Süper Lig,2026-02-22 13:23:51
panserraikos-volos-nfc-apuestas-35243503,pressure_cooker,Pressure Cooker,31,1.17,True,0.16,Grecia,Super League,2026-02-22 14:31:55
sporting-de-gijón-valladolid-apuestas-3527175,pressure_cooker,Pressure Cooker,84,7.2,False,-1.0,España,Segunda División,2026-02-22 14:48:31
wattens-sv-ried-apuestas-35243316,pressure_cooker,Pressure Cooker,73,2.04,False,-1.0,Alemania,Bundesliga,2026-02-22 15:05:13
utrecht-pec-zwolle-apuestas-35243084,pressure_cooker,Pressure Cooker,79,1.19,False,-1.0,Holanda,Eredivisie,2026-02-22 15:11:58
atalanta-nápoles-apuestas-35245356,pressure_cooker,Pressure Cooker,63,1.7,True,0.66,Italia,Serie A,2026-02-22 15:27:13
cska-1948-sofia-pfc-levski-sofia-apuestas-35246970,pressure_cooker,Pressure Cooker,46,1.29,True,0.28,Bulgaria,Liga A,2026-02-22 15:54:00
friburgo-b-mönchengladbach-apuestas-35244108,goal_clustering,Goal Clustering,78,2.5,True,1.42,Alemania,Bundesliga,2026-02-22 16:08:19
lucerna-fc-basel-apuestas-35271229,pressure_cooker,Pressure Cooker,46,1.12,True,0.11,Suiza,Super League,2026-02-22 16:17:01
reggiana-calcio-avellino-ssd-apuestas-35271866,pressure_cooker,Pressure Cooker,32,1.25,False,-1.0,Italia,Serie B,2026-02-22 16:48:29
tottenham-arsenal-apuestas-35240868,pressure_cooker,Pressure Cooker,37,1.62,True,0.59,Desconocido,Desconocida,2026-02-22 17:09:32
st-pauli-werder-bremen-apuestas-35244116,pressure_cooker,Pressure Cooker,63,1.66,True,0.63,Alemania,Bundesliga,2026-02-22 17:54:30
zulte-waregem-anderlecht-apuestas-35271861,goal_clustering,Goal Clustering,38,1.63,True,0.6,Bélgica,Jupiler Pro League,2026-02-22 18:09:40
estoril-gil-vicente-apuestas-35271813,pressure_cooker,Pressure Cooker,23,1.05,True,0.05,Portugal,Primeira Liga,2026-02-22 18:26:02
heidenheim-stuttgart-apuestas-35244053,pressure_cooker,Pressure Cooker,21,1.07,True,0.07,Alemania,Bundesliga,2026-02-22 18:52:28
westerlo-charleroi-apuestas-35271865,pressure_cooker,Pressure Cooker,42,1.13,True,0.12,Bélgica,Jupiler Pro League,2026-02-22 19:00:10
estoril-gil-vicente-apuestas-35271813,goal_clustering,Goal Clustering,73,5.4,True,4.18,Portugal,Primeira Liga,2026-02-22 19:39:15
novorizontino-santos-apuestas-35276018,pressure_cooker,Pressure Cooker,67,1.69,True,0.66,Brasil,Paulista Serie A1,2026-02-22 20:29:49
villarreal-valencia-apuestas-35244763,pressure_cooker,Pressure Cooker,32,1.14,True,0.13,España,La Liga,2026-02-22 20:35:06
universidad-de-chile-deportes-limache-apuestas-352,pressure_cooker,Pressure Cooker,29,1.09,True,0.09,Chile,Primera División,2026-02-23 00:00:03
fk-graficar-fk-fap-apuestas-35296327,pressure_cooker,Pressure Cooker,72,1.67,True,0.64,Desconocido,Desconocida,2026-02-23 13:35:19
csikszereda-hermannstadt-apuestas-35274629,pressure_cooker,Pressure Cooker,32,1.95,True,0.9,Rumania,Liga 1,2026-02-23 15:34:37
alavés-girona-apuestas-35244729,pressure_cooker,Pressure Cooker,32,1.13,True,0.12,España,La Liga,2026-02-23 20:33:54
kahraba-ismailia-el-geish-apuestas-35276446,pressure_cooker,Pressure Cooker,54,1.35,True,0.33,Egipto,Premier League,2026-02-23 20:44:05
le-mans-guingamp-apuestas-35273823,pressure_cooker,Pressure Cooker,53,1.49,False,-1.0,Francia,Ligue 2,2026-02-23 20:58:31
atlético-de-madrid-club-brugge-apuestas-35283,pressure_cooker,Pressure Cooker,37,1.46,True,0.44,Internacional,Champions League,2026-02-24 18:23:36
al-khaleej-saihat-al-kholood-club-apuestas-3529583,pressure_cooker,Pressure Cooker,34,1.07,True,0.07,Arabia Saudita,Saudi Pro League,2026-02-24 19:34:59
al-taawoun-buraidah-al-hilal-apuestas-35293964,pressure_cooker,Pressure Cooker,45,1.08,False,-1.0,Arabia Saudita,Saudi Pro League,2026-02-24 19:51:51
hull-derby-apuestas-35268742,pressure_cooker,Pressure Cooker,18,1.12,True,0.11,Inglaterra,Championship,2026-02-24 20:05:18
ayr-inverness-ct-apuestas-35296340,pressure_cooker,Pressure Cooker,37,1.18,True,0.17,Escocia,Challenge Cup,2026-02-24 20:09:07
hull-derby-apuestas-35268742,goal_clustering,Goal Clustering,40,1.21,True,0.2,Inglaterra,Championship,2026-02-24 20:26:59
al-hazm-ksa-al-ittihad-apuestas-35294101,pressure_cooker,Pressure Cooker,87,2.6,False,-1.0,Arabia Saudita,Saudi Pro League,2026-02-24 20:46:36
middlesbrough-leicester-apuestas-35268682,pressure_cooker,Pressure Cooker,45,1.2,False,-1.0,Inglaterra,Championship,2026-02-24 20:51:11
salford-city-shrewsbury-apuestas-35292779,pressure_cooker,Pressure Cooker,54,1.43,True,0.41,Inglaterra,League Two,2026-02-24 21:00:02
newcastle-qarabag-fk-apuestas-35283507,goal_clustering,Goal Clustering,50,1.87,True,0.83,Internacional,Champions League,2026-02-24 21:05:56
west-bromwich-charlton-apuestas-35268730,pressure_cooker,Pressure Cooker,71,2.06,False,-1.0,Inglaterra,Championship,2026-02-24 21:17:40
gimnasia-mendoza-ca-independiente-apuestas-3527663,pressure_cooker,Pressure Cooker,45,1.43,False,-1.0,Argentina,Liga Argentina,2026-02-25 02:05:28
al-feiha-neom-sports-club-apuestas-35294096,pressure_cooker,Pressure Cooker,49,1.36,False,-1.0,Arabia Saudita,Saudi Pro League,2026-02-25 20:10:01
real-madrid-benfica-apuestas-35279814,pressure_cooker,Pressure Cooker,17,1.04,True,0.04,Internacional,Champions League,2026-02-25 20:19:21
stoke-oxford-united-apuestas-35272402,pressure_cooker,Pressure Cooker,45,1.29,True,0.28,Inglaterra,Championship,2026-02-25 21:02:52
gimnasia-la-plata-rosario-central-apuestas-3527643,pressure_cooker,Pressure Cooker,53,1.46,True,0.44,Argentina,Liga Argentina,2026-02-25 21:15:45
remo-internacional-apuestas-35234312,pressure_cooker,Pressure Cooker,14,1.08,False,-1.0,Brasil,Série A,2026-02-25 22:18:07
red-bull-bragantino-athletico-pr-apuestas-35234318,pressure_cooker,Pressure Cooker,79,2.06,False,-1.0,Brasil,Série A,2026-02-25 23:42:39
cruzeiro-corinthians-apuestas-35234338,pressure_cooker,Pressure Cooker,83,2.96,False,-1.0,Brasil,Série A,2026-02-26 00:45:35
grêmio-atletico-mg-apuestas-35234337,pressure_cooker,Pressure Cooker,57,1.33,True,0.31,Brasil,Série A,2026-02-26 01:51:24
rijeka-omonia-apuestas-35300206,pressure_cooker,Pressure Cooker,55,1.37,True,0.35,Internacional,Conference League,2026-02-26 19:03:16
lausanne-sigma-olomouc-apuestas-35300392,pressure_cooker,Pressure Cooker,37,1.19,True,0.18,Internacional,Conference League,2026-02-26 20:37:10
al-fateh-ksa-dhamk-apuestas-35302076,pressure_cooker,Pressure Cooker,79,1.87,False,-1.0,Arabia Saudita,Saudi Pro League,2026-02-26 20:41:07
racing-club-independiente-rivadavia-apuestas-35276,pressure_cooker,Pressure Cooker,81,2.56,False,-1.0,Argentina,Liga Argentina,2026-02-26 21:56:46
santos-vasco-da-gama-apuestas-35234353,pressure_cooker,Pressure Cooker,44,1.21,True,0.2,Brasil,Série A,2026-02-26 22:46:45
guarani-par-juventud-de-las-piedras-apuestas-35286,goal_clustering,Goal Clustering,51,1.5,True,0.47,Internacional,Copa Libertadores,2026-02-26 23:09:37
guarani-par-juventud-de-las-piedras-apuestas-35286,pressure_cooker,Pressure Cooker,59,1.56,True,0.53,Internacional,Copa Libertadores,2026-02-26 23:17:57
flamengo-lanús-apuestas-35286896,pressure_cooker,Pressure Cooker,38,1.13,True,0.12,Internacional,Copa Sudamericana,2026-02-27 01:10:08
police-tero-kasetsart-fc-apuestas-35312104,pressure_cooker,Pressure Cooker,78,2.02,False,-1.0,Tailandia,Liga 2,2026-02-27 13:40:02
trabzonspor-fatih-karagumruk-istanbul-apuestas-352,pressure_cooker,Pressure Cooker,29,1.13,True,0.12,Turquía,Süper Lig,2026-02-27 17:32:33
hobro-hb-koge-apuestas-35285715,pressure_cooker,Pressure Cooker,35,1.19,False,-1.0,Dinamarca,1st Division,2026-02-27 17:37:59
al-shabab-ksa-al-hilal-apuestas-35305739,pressure_cooker,Pressure Cooker,21,1.02,True,0.02,Arabia Saudita,Saudi Pro League,2026-02-27 19:22:42
clermont-dunkerque-apuestas-35290190,pressure_cooker,Pressure Cooker,57,1.4,True,0.38,Francia,Ligue 2,2026-02-27 20:15:41
standard-de-lieja-raal-la-louviere-apuestas-352970,pressure_cooker,Pressure Cooker,28,1.19,False,-1.0,Bélgica,Jupiler Pro League,2026-02-27 20:17:06
oporto-arouca-apuestas-35291274,pressure_cooker,Pressure Cooker,71,1.65,True,0.62,Portugal,Primeira Liga,2026-02-27 20:23:44
bristol-city-watford-apuestas-35291883,pressure_cooker,Pressure Cooker,38,1.22,True,0.21,Inglaterra,Championship,2026-02-27 20:39:15
harrogate-town-cheltenham-apuestas-35293565,pressure_cooker,Pressure Cooker,51,1.28,False,-1.0,Inglaterra,League Two,2026-02-27 20:54:30
estrasburgo-lens-apuestas-35270693,pressure_cooker,Pressure Cooker,63,1.3,False,-1.0,Francia,Ligue 1,2026-02-27 21:09:03
cerro-boston-river-apuestas-35294889,pressure_cooker,Pressure Cooker,38,2.46,False,-1.0,Uruguay,Liga Uruguaya,2026-02-27 23:39:37
volta-redonda-bangu-apuestas-35299012,pressure_cooker,Pressure Cooker,33,1.21,False,-1.0,Brasil,Carioca,2026-02-27 23:39:37
leyton-orient-barnsley-apuestas-35292543,pressure_cooker,Pressure Cooker,26,1.13,True,0.12,Inglaterra,League One,2026-02-28 12:58:49
esbjerg-ac-horsens-apuestas-35285656,pressure_cooker,Pressure Cooker,54,1.43,True,0.41,Dinamarca,1st Division,2026-02-28 13:16:10
dobrudzha-cherno-more-varna-apuestas-35273679,pressure_cooker,Pressure Cooker,20,1.17,True,0.16,Bulgaria,Liga A,2026-02-28 13:21:25
shrewsbury-walsall-apuestas-35293590,pressure_cooker,Pressure Cooker,45,1.38,True,0.36,Inglaterra,League Two,2026-02-28 13:38:30
northampton-peterborough-apuestas-35292555,pressure_cooker,Pressure Cooker,53,1.25,False,-1.0,Inglaterra,League One,2026-02-28 13:42:41
derby-blackburn-apuestas-35291891,pressure_cooker,Pressure Cooker,57,1.46,True,0.44,Inglaterra,Championship,2026-02-28 13:46:43
bournemouth-sunderland-apuestas-35257744,pressure_cooker,Pressure Cooker,65,1.41,False,-1.0,Inglaterra,Premier League,2026-02-28 13:53:37
swindon-bristol-rovers-apuestas-35293569,pressure_cooker,Pressure Cooker,61,1.44,False,-1.0,Inglaterra,League Two,2026-02-28 13:53:38
rayo-vallecano-athletic-de-bilbao-apuestas-3527246,pressure_cooker,Pressure Cooker,49,2.42,False,-1.0,España,La Liga,2026-02-28 14:08:52
airdrieonians-morton-apuestas-35292798,pressure_cooker,Pressure Cooker,34,1.14,True,0.13,Escocia,Championship,2026-02-28 15:33:25
stevenage-stockport-apuestas-35292637,pressure_cooker,Pressure Cooker,46,1.43,True,0.41,Inglaterra,League One,2026-02-28 16:05:33
mansfield-afc-wimbledon-apuestas-35292640,pressure_cooker,Pressure Cooker,62,1.58,False,-1.0,Inglaterra,League One,2026-02-28 16:18:48
verona-nápoles-apuestas-35270720,pressure_cooker,Pressure Cooker,64,4.7,True,3.52,Italia,Serie A,2026-02-28 18:25:25
st-gallen-winterthur-apuestas-35293587,pressure_cooker,Pressure Cooker,77,3.7,True,2.56,Suiza,Super League,2026-02-28 18:36:15
borussia-dortmund-bayern-múnich-apuestas-3527,pressure_cooker,Pressure Cooker,55,1.21,True,0.2,Alemania,Bundesliga,2026-02-28 18:50:05
cd-nacional-funchal-braga-apuestas-35294286,pressure_cooker,Pressure Cooker,62,1.45,True,0.43,Portugal,Primeira Liga,2026-02-28 19:24:52
al-najma-club-al-akhdoud-apuestas-35306360,pressure_cooker,Pressure Cooker,40,1.08,True,0.08,Arabia Saudita,Saudi Pro League,2026-02-28 19:41:43
cd-leones-del-norte-libertad-fc-apuestas-35298906,pressure_cooker,Pressure Cooker,42,1.27,False,-1.0,Ecuador,Serie A,2026-02-28 19:50:33
al-quadisiya-ksa-al-taawoun-buraidah-apuestas-3530,pressure_cooker,Pressure Cooker,45,1.14,False,-1.0,Arabia Saudita,Saudi Pro League,2026-02-28 20:06:50
nec-nijmegen-fortuna-sittard-apuestas-35270383,pressure_cooker,Pressure Cooker,30,1.07,True,0.07,Holanda,Eredivisie,2026-02-28 20:33:09
al-feiha-al-nassr-apuestas-35306045,pressure_cooker,Pressure Cooker,73,1.35,True,0.33,Arabia Saudita,Saudi Pro League,2026-02-28 20:35:07
danubio-progreso-apuestas-35294816,pressure_cooker,Pressure Cooker,38,1.28,True,0.27,Uruguay,Liga Uruguaya,2026-02-28 20:39:33
al-feiha-al-nassr-apuestas-35306045,goal_clustering,Goal Clustering,82,1.96,True,0.91,Arabia Saudita,Saudi Pro League,2026-02-28 20:43:43
greuther-fürth-schalke-04-apuestas-35294184,pressure_cooker,Pressure Cooker,77,1.7,False,-1.0,Alemania,Bundesliga,2026-02-28 21:06:18
boca-juniors-gimnasia-mendoza-apuestas-35302674,goal_clustering,Goal Clustering,41,1.98,False,-1.0,Argentina,Liga Argentina,2026-02-28 21:27:52
boca-juniors-gimnasia-mendoza-apuestas-35302674,pressure_cooker,Pressure Cooker,45,1.27,False,-1.0,Argentina,Liga Argentina,2026-02-28 21:55:50
emelec-delfin-apuestas-35298841,pressure_cooker,Pressure Cooker,77,2.18,False,-1.0,Ecuador,Serie A,2026-03-01 01:40:03
kansas-city-columbus-apuestas-35295108,pressure_cooker,Pressure Cooker,49,1.13,True,0.12,USA,MLS,2026-03-01 02:47:35
la-galaxy-charlotte-fc-apuestas-35299148,goal_clustering,Goal Clustering,12,1.33,True,0.31,USA,MLS,2026-03-01 03:52:02
jeonbuk-motors-bucheon-fc-1995-apuestas-35311933,pressure_cooker,Pressure Cooker,26,1.63,True,0.6,Corea del Sur,K1 League,2026-03-01 05:28:27
sagamihara-yamagata-apuestas-35316022,pressure_cooker,Pressure Cooker,48,1.22,True,0.21,Japón,J-League,2026-03-01 06:08:45
sociedad-b-deportivo-la-coruña-apuestas-35300,pressure_cooker,Pressure Cooker,26,1.17,True,0.16,España,Segunda División,2026-03-01 13:28:35
hertha-berlín-núremberg-apuestas-3529634,pressure_cooker,Pressure Cooker,45,1.22,True,0.21,Alemania,Bundesliga,2026-03-01 13:37:34
elche-espanyol-apuestas-35272520,pressure_cooker,Pressure Cooker,45,1.33,True,0.31,España,La Liga,2026-03-01 14:06:29
lausanne-fc-basel-apuestas-35297174,pressure_cooker,Pressure Cooker,57,1.35,True,0.33,Suiza,Super League,2026-03-01 14:15:23
volendam-fc-groningen-apuestas-35270377,pressure_cooker,Pressure Cooker,45,1.19,True,0.18,Holanda,Eredivisie,2026-03-01 14:41:11
pfc-levski-sofia-lokomotiv-sofia-apuestas-35273677,pressure_cooker,Pressure Cooker,27,1.08,True,0.08,Bulgaria,Liga A,2026-03-01 15:45:54
tondela-santa-clara-apuestas-35297159,pressure_cooker,Pressure Cooker,15,1.12,True,0.11,Portugal,Primeira Liga,2026-03-01 15:49:17
fc-copenague-randers-apuestas-35297856,pressure_cooker,Pressure Cooker,23,1.36,True,0.34,Dinamarca,Superligaen,2026-03-01 16:25:58
viborg-fc-nordsjaelland-apuestas-35298151,goal_clustering,Goal Clustering,66,1.53,True,0.5,Dinamarca,Superligaen,2026-03-01 17:26:57
arsenal-chelsea-apuestas-35257771,pressure_cooker,Pressure Cooker,45,1.23,True,0.22,Inglaterra,Premier League,2026-03-01 17:37:24
antalyaspor-fenerbahce-apuestas-35299197,pressure_cooker,Pressure Cooker,71,1.58,False,-1.0,Turquía,Süper Lig,2026-03-01 18:36:00
charleroi-club-brugge-apuestas-35298554,pressure_cooker,Pressure Cooker,75,1.67,True,0.64,Bélgica,Jupiler Pro League,2026-03-01 19:07:10
hamburgo-rb-leipzig-apuestas-35270719,pressure_cooker,Pressure Cooker,38,1.1,True,0.1,Alemania,Bundesliga,2026-03-01 19:08:50
betis-sevilla-apuestas-35272484,pressure_cooker,Pressure Cooker,85,16.0,False,-1.0,España,La Liga,2026-03-01 19:18:45
casa-pia-moreirense-apuestas-35312487,pressure_cooker,Pressure Cooker,65,1.74,False,-1.0,Portugal,Primeira Liga,2026-03-01 19:26:02
penafiel-benfica-b-apuestas-35298495,pressure_cooker,Pressure Cooker,72,1.95,False,-1.0,Portugal,Primeira Liga,2026-03-01 19:38:09
enppi-al-masry-apuestas-35309126,pressure_cooker,Pressure Cooker,36,1.28,True,0.27,Egipto,Premier League,2026-03-01 20:10:26
deportivo-pasto-cúcuta-deportivo-apuestas-353,goal_clustering,Goal Clustering,72,2.06,True,1.01,Colombia,Liga Colombiana,2026-03-01 20:31:38
girona-celta-de-vigo-apuestas-35272486,pressure_cooker,Pressure Cooker,58,3.2,True,2.09,España,La Liga,2026-03-01 21:18:32
sport-recife-nautico-pe-apuestas-35310800,pressure_cooker,Pressure Cooker,45,1.29,True,0.28,Brasil,Pernambucano,2026-03-01 22:16:40
deportivo-cuenca-barcelona-ecu-apuestas-35298917,pressure_cooker,Pressure Cooker,55,1.44,True,0.42,Ecuador,Serie A,2026-03-01 23:21:18
instituto-unión-santa-fe-apuestas-35302691,pressure_cooker,Pressure Cooker,50,1.42,True,0.4,Argentina,Liga Argentina,2026-03-01 23:25:38
nublense-univ-catolica-chile-apuestas-35299046,pressure_cooker,Pressure Cooker,46,1.31,True,0.29,Chile,Primera División,2026-03-02 00:47:09
deportivo-de-cali-fortaleza-apuestas-35299756,pressure_cooker,Pressure Cooker,79,2.64,False,-1.0,Colombia,Liga Colombiana,2026-03-02 00:48:11
orlando-city-inter-miami-cf-apuestas-35299146,pressure_cooker,Pressure Cooker,57,1.12,True,0.11,USA,MLS,2026-03-02 01:30:26
defensa-y-justicia-lanús-apuestas-35302689,pressure_cooker,Pressure Cooker,45,1.44,False,-1.0,Argentina,Liga Argentina,2026-03-02 01:37:51
tigre-gimnasia-la-plata-apuestas-35302692,pressure_cooker,Pressure Cooker,60,4.1,False,-1.0,Argentina,Liga Argentina,2026-03-02 01:50:24
ludogorets-razgrad-lokomotiv-plovdiv-apuestas-3527,pressure_cooker,Pressure Cooker,87,2.44,False,-1.0,Bulgaria,Liga A,2026-03-02 17:47:37
bosnia-y-herzegovina-fem-estonia-f-apuestas-353275,pressure_cooker,Pressure Cooker,42,1.17,True,0.16,Internacional,FIFA Women WC Qualifiers,2026-03-03 12:44:00
czechia-w-gales-f-apuestas-35327000,pressure_cooker,Pressure Cooker,37,1.23,True,0.22,Internacional,FIFA Women WC Qualifiers,2026-03-03 18:09:39
liechtenstein-f-lituania-f-apuestas-35327610,pressure_cooker,Pressure Cooker,34,1.05,True,0.05,Internacional,FIFA Women WC Qualifiers,2026-03-03 18:37:14
santos-laguna-cruz-azul-apuestas-35296192,pressure_cooker,Pressure Cooker,56,1.37,True,0.35,México,Liga MX,2026-03-04 02:20:31
aston-villa-chelsea-apuestas-35293788,pressure_cooker,Pressure Cooker,38,1.13,True,0.12,Inglaterra,Premier League,2026-03-04 20:11:54
